age,sex,smoker,payback_type,face_value
23,male,yes,25,1000000
23,male,no,Annual Forever,10000
23,male,no,Annual Forever,25000
23,male,no,Annual Forever,50000
23,male,no,Annual Forever,100000
23,male,no,Annual Forever,250000
23,male,no,Annual Forever,1000000
23,male,no,1,10000
23,male,no,1,25000
23,male,no,1,50000
23,male,no,1,100000
23,male,no,1,250000
23,male,no,1,1000000
23,male,no,5,10000
23,male,no,5,25000
23,male,no,5,50000
23,male,no,5,100000
23,male,no,5,250000
23,male,no,5,1000000
23,male,no,10,10000
23,male,no,10,25000
23,male,no,10,50000
23,male,no,10,100000
23,male,no,10,250000
23,male,no,10,1000000
23,male,no,25,10000
23,male,no,25,25000
23,male,no,25,50000
23,male,no,25,100000
23,male,no,25,250000
23,male,no,25,1000000
23,female,yes,Annual Forever,10000
23,female,yes,Annual Forever,25000
23,female,yes,Annual Forever,50000
23,female,yes,Annual Forever,100000
23,female,yes,Annual Forever,250000
23,female,yes,Annual Forever,1000000
23,female,yes,1,10000
23,female,yes,1,25000
23,female,yes,1,50000
23,female,yes,1,100000
23,female,yes,1,250000
23,female,yes,1,1000000
23,female,yes,5,10000
23,female,yes,5,25000
23,female,yes,5,50000
23,female,yes,5,100000
23,female,yes,5,250000
23,female,yes,5,1000000
23,female,yes,10,10000
23,female,yes,10,25000
23,female,yes,10,50000
23,female,yes,10,100000
23,female,yes,10,250000
23,female,yes,10,1000000
23,female,yes,25,10000
23,female,yes,25,25000
23,female,yes,25,50000
23,female,yes,25,100000
23,female,yes,25,250000
23,female,yes,25,1000000
23,female,no,Annual Forever,10000
23,female,no,Annual Forever,25000
23,female,no,Annual Forever,50000
23,female,no,Annual Forever,100000
23,female,no,Annual Forever,250000
23,female,no,Annual Forever,1000000
23,female,no,1,10000
23,female,no,1,25000
23,female,no,1,50000
23,female,no,1,100000
23,female,no,1,250000
23,female,no,1,1000000
23,female,no,5,10000
23,female,no,5,25000
23,female,no,5,50000
23,female,no,5,100000
23,female,no,5,250000
23,female,no,5,1000000
23,female,no,10,10000
23,female,no,10,25000
23,female,no,10,50000
23,female,no,10,100000
23,female,no,10,250000
23,female,no,10,1000000
23,female,no,25,10000
23,female,no,25,25000
23,female,no,25,50000
23,female,no,25,100000
23,female,no,25,250000
23,female,no,25,1000000
24,male,yes,Annual Forever,10000
24,male,yes,Annual Forever,25000
24,male,yes,Annual Forever,50000
24,male,yes,Annual Forever,100000
24,male,yes,Annual Forever,250000
24,male,yes,Annual Forever,1000000
24,male,yes,1,10000
24,male,yes,1,25000
24,male,yes,1,50000
24,male,yes,1,100000
24,male,yes,1,250000
24,male,yes,1,1000000
24,male,yes,5,10000
24,male,yes,5,25000
24,male,yes,5,50000
24,male,yes,5,100000
24,male,yes,5,250000
24,male,yes,5,1000000
24,male,yes,10,10000
24,male,yes,10,25000
24,male,yes,10,50000
24,male,yes,10,100000
24,male,yes,10,250000
24,male,yes,10,1000000
24,male,yes,25,10000
24,male,yes,25,25000
24,male,yes,25,50000
24,male,yes,25,100000
24,male,yes,25,250000
24,male,yes,25,1000000
24,male,no,Annual Forever,10000
24,male,no,Annual Forever,25000
24,male,no,Annual Forever,50000
24,male,no,Annual Forever,100000
24,male,no,Annual Forever,250000
24,male,no,Annual Forever,1000000
24,male,no,1,10000
24,male,no,1,25000
24,male,no,1,50000
24,male,no,1,100000
24,male,no,1,250000
24,male,no,1,1000000
24,male,no,5,10000
24,male,no,5,25000
24,male,no,5,50000
24,male,no,5,100000
24,male,no,5,250000
24,male,no,5,1000000
24,male,no,10,10000
24,male,no,10,25000
24,male,no,10,50000
24,male,no,10,100000
24,male,no,10,250000
24,male,no,10,1000000
24,male,no,25,10000
24,male,no,25,25000
24,male,no,25,50000
24,male,no,25,100000
24,male,no,25,250000
24,male,no,25,1000000
24,female,yes,Annual Forever,10000
24,female,yes,Annual Forever,25000
24,female,yes,Annual Forever,50000
24,female,yes,Annual Forever,100000
24,female,yes,Annual Forever,250000
24,female,yes,Annual Forever,1000000
24,female,yes,1,10000
24,female,yes,1,25000
24,female,yes,1,50000
24,female,yes,1,100000
24,female,yes,1,250000
24,female,yes,1,1000000
24,female,yes,5,10000
24,female,yes,5,25000
24,female,yes,5,50000
24,female,yes,5,100000
24,female,yes,5,250000
24,female,yes,5,1000000
24,female,yes,10,10000
24,female,yes,10,25000
24,female,yes,10,50000
24,female,yes,10,100000
24,female,yes,10,250000
24,female,yes,10,1000000
24,female,yes,25,10000
24,female,yes,25,25000
24,female,yes,25,50000
24,female,yes,25,100000
24,female,yes,25,250000
24,female,yes,25,1000000
24,female,no,Annual Forever,10000
24,female,no,Annual Forever,25000
24,female,no,Annual Forever,50000
24,female,no,Annual Forever,100000
24,female,no,Annual Forever,250000
24,female,no,Annual Forever,1000000
24,female,no,1,10000
24,female,no,1,25000
24,female,no,1,50000
24,female,no,1,100000
24,female,no,1,250000
24,female,no,1,1000000
24,female,no,5,10000
24,female,no,5,25000
24,female,no,5,50000
24,female,no,5,100000
24,female,no,5,250000
24,female,no,5,1000000
24,female,no,10,10000
24,female,no,10,25000
24,female,no,10,50000
24,female,no,10,100000
24,female,no,10,250000
24,female,no,10,1000000
24,female,no,25,10000
24,female,no,25,25000
24,female,no,25,50000
24,female,no,25,100000
24,female,no,25,250000
24,female,no,25,1000000
25,male,yes,Annual Forever,10000
25,male,yes,Annual Forever,25000
25,male,yes,Annual Forever,50000
25,male,yes,Annual Forever,100000
25,male,yes,Annual Forever,250000
25,male,yes,Annual Forever,1000000
25,male,yes,1,10000
25,male,yes,1,25000
25,male,yes,1,50000
25,male,yes,1,100000
25,male,yes,1,250000
25,male,yes,1,1000000
25,male,yes,5,10000
25,male,yes,5,25000
25,male,yes,5,50000
25,male,yes,5,100000
25,male,yes,5,250000
25,male,yes,5,1000000
25,male,yes,10,10000
25,male,yes,10,25000
25,male,yes,10,50000
25,male,yes,10,100000
25,male,yes,10,250000
25,male,yes,10,1000000
25,male,yes,25,10000
25,male,yes,25,25000
25,male,yes,25,50000
25,male,yes,25,100000
25,male,yes,25,250000
25,male,yes,25,1000000
25,male,no,Annual Forever,10000
25,male,no,Annual Forever,25000
25,male,no,Annual Forever,50000
25,male,no,Annual Forever,100000
25,male,no,Annual Forever,250000
25,male,no,Annual Forever,1000000
25,male,no,1,10000
25,male,no,1,25000
25,male,no,1,50000
25,male,no,1,100000
25,male,no,1,250000
25,male,no,1,1000000
25,male,no,5,10000
25,male,no,5,25000
25,male,no,5,50000
25,male,no,5,100000
25,male,no,5,250000
25,male,no,5,1000000
25,male,no,10,10000
25,male,no,10,25000
25,male,no,10,50000
25,male,no,10,100000
25,male,no,10,250000
25,male,no,10,1000000
25,male,no,25,10000
25,male,no,25,25000
25,male,no,25,50000
25,male,no,25,100000
25,male,no,25,250000
25,male,no,25,1000000
25,female,yes,Annual Forever,10000
25,female,yes,Annual Forever,25000
25,female,yes,Annual Forever,50000
25,female,yes,Annual Forever,100000
25,female,yes,Annual Forever,250000
25,female,yes,Annual Forever,1000000
25,female,yes,1,10000
25,female,yes,1,25000
25,female,yes,1,50000
25,female,yes,1,100000
25,female,yes,1,250000
25,female,yes,1,1000000
25,female,yes,5,10000
25,female,yes,5,25000
25,female,yes,5,50000
25,female,yes,5,100000
25,female,yes,5,250000
25,female,yes,5,1000000
25,female,yes,10,10000
25,female,yes,10,25000
25,female,yes,10,50000
25,female,yes,10,100000
25,female,yes,10,250000
25,female,yes,10,1000000
25,female,yes,25,10000
25,female,yes,25,25000
25,female,yes,25,50000
25,female,yes,25,100000
25,female,yes,25,250000
25,female,yes,25,1000000
25,female,no,Annual Forever,10000
25,female,no,Annual Forever,25000
25,female,no,Annual Forever,50000
25,female,no,Annual Forever,100000
25,female,no,Annual Forever,250000
25,female,no,Annual Forever,1000000
25,female,no,1,10000
25,female,no,1,25000
25,female,no,1,50000
25,female,no,1,100000
25,female,no,1,250000
25,female,no,1,1000000
25,female,no,5,10000
25,female,no,5,25000
25,female,no,5,50000
25,female,no,5,100000
25,female,no,5,250000
25,female,no,5,1000000
25,female,no,10,10000
25,female,no,10,25000
25,female,no,10,50000
25,female,no,10,100000
25,female,no,10,250000
25,female,no,10,1000000
25,female,no,25,10000
25,female,no,25,25000
25,female,no,25,50000
25,female,no,25,100000
25,female,no,25,250000
25,female,no,25,1000000
26,male,yes,Annual Forever,10000
26,male,yes,Annual Forever,25000
26,male,yes,Annual Forever,50000
26,male,yes,Annual Forever,100000
26,male,yes,Annual Forever,250000
26,male,yes,Annual Forever,1000000
26,male,yes,1,10000
26,male,yes,1,25000
26,male,yes,1,50000
26,male,yes,1,100000
26,male,yes,1,250000
26,male,yes,1,1000000
26,male,yes,5,10000
26,male,yes,5,25000
26,male,yes,5,50000
26,male,yes,5,100000
26,male,yes,5,250000
26,male,yes,5,1000000
26,male,yes,10,10000
26,male,yes,10,25000
26,male,yes,10,50000
26,male,yes,10,100000
26,male,yes,10,250000
26,male,yes,10,1000000
26,male,yes,25,10000
26,male,yes,25,25000
26,male,yes,25,50000
26,male,yes,25,100000
26,male,yes,25,250000
26,male,yes,25,1000000
26,male,no,Annual Forever,10000
26,male,no,Annual Forever,25000
26,male,no,Annual Forever,50000
26,male,no,Annual Forever,100000
26,male,no,Annual Forever,250000
26,male,no,Annual Forever,1000000
26,male,no,1,10000
26,male,no,1,25000
26,male,no,1,50000
26,male,no,1,100000
26,male,no,1,250000
26,male,no,1,1000000
26,male,no,5,10000
26,male,no,5,25000
26,male,no,5,50000
26,male,no,5,100000
26,male,no,5,250000
26,male,no,5,1000000
26,male,no,10,10000
26,male,no,10,25000
26,male,no,10,50000
26,male,no,10,100000
26,male,no,10,250000
26,male,no,10,1000000
26,male,no,25,10000
26,male,no,25,25000
26,male,no,25,50000
26,male,no,25,100000
26,male,no,25,250000
26,male,no,25,1000000
26,female,yes,Annual Forever,10000
26,female,yes,Annual Forever,25000
26,female,yes,Annual Forever,50000
26,female,yes,Annual Forever,100000
26,female,yes,Annual Forever,250000
26,female,yes,Annual Forever,1000000
26,female,yes,1,10000
26,female,yes,1,25000
26,female,yes,1,50000
26,female,yes,1,100000
26,female,yes,1,250000
26,female,yes,1,1000000
26,female,yes,5,10000
26,female,yes,5,25000
26,female,yes,5,50000
26,female,yes,5,100000
26,female,yes,5,250000
26,female,yes,5,1000000
26,female,yes,10,10000
26,female,yes,10,25000
26,female,yes,10,50000
26,female,yes,10,100000
26,female,yes,10,250000
26,female,yes,10,1000000
26,female,yes,25,10000
26,female,yes,25,25000
26,female,yes,25,50000
26,female,yes,25,100000
26,female,yes,25,250000
26,female,yes,25,1000000
26,female,no,Annual Forever,10000
26,female,no,Annual Forever,25000
26,female,no,Annual Forever,50000
26,female,no,Annual Forever,100000
26,female,no,Annual Forever,250000
26,female,no,Annual Forever,1000000
26,female,no,1,10000
26,female,no,1,25000
26,female,no,1,50000
26,female,no,1,100000
26,female,no,1,250000
26,female,no,1,1000000
26,female,no,5,10000
26,female,no,5,25000
26,female,no,5,50000
26,female,no,5,100000
26,female,no,5,250000
26,female,no,5,1000000
26,female,no,10,10000
26,female,no,10,25000
26,female,no,10,50000
26,female,no,10,100000
26,female,no,10,250000
26,female,no,10,1000000
26,female,no,25,10000
26,female,no,25,25000
26,female,no,25,50000
26,female,no,25,100000
26,female,no,25,250000
26,female,no,25,1000000
27,male,yes,Annual Forever,10000
27,male,yes,Annual Forever,25000
27,male,yes,Annual Forever,50000
27,male,yes,Annual Forever,100000
27,male,yes,Annual Forever,250000
27,male,yes,Annual Forever,1000000
27,male,yes,1,10000
27,male,yes,1,25000
27,male,yes,1,50000
27,male,yes,1,100000
27,male,yes,1,250000
27,male,yes,1,1000000
27,male,yes,5,10000
27,male,yes,5,25000
27,male,yes,5,50000
27,male,yes,5,100000
27,male,yes,5,250000
27,male,yes,5,1000000
27,male,yes,10,10000
27,male,yes,10,25000
